,id,name,host_id,City,host_name,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,Construction year,cancellation_policy,country,instant_bookable,price,review rate number,room type,service_fee
13111,38020017,Cozy Apartment in Quiet Neighborhood,117563787,New York,Bobbie Ysabel,2,36,07-24-2022,1,77,2007.0,strict,United States,False,158.0,5.0,Private room,32.0
13112,37956109,Cozy Spot by the Park,246623234,New York,Camille-Bettina,4,6,09-02-2022,1,13,2009.0,flexible,United States,False,1180.0,3.0,Private room,236.0
13113,38021015,"SANITIZED SANCTUARY, Greenwich Village/SOHO",1862880,New York,Gloria Joy,30,25,08-28-2021,1,0,2004.0,strict,United States,True,257.0,2.0,Entire home/apt,51.0
13114,38190055,Cozy NYC studio a block from Central Park,38017497,New York,Maria,12,4,01-07-2020,1,0,2006.0,moderate,United States,False,601.0,4.0,Private room,120.0
13115,37957355,Central Park Columbia 2 Bed 2 Full Bath Apartment,18065375,New York,Silvia,30,7,08-29-2021,1,8,2018.0,strict,United States,False,665.0,3.0,Private room,133.0
13116,38021769,Brooklyn Oasis,288477095,New York,Dino,2,103,08-28-2022,5,323,2005.0,flexible,United States,True,278.0,1.0,Entire home/apt,56.0
13117,37971614,"1Br Brooklyn Charm, 20 min to City , 15min to JFK",20587708,New York,Aminah,2,28,08-27-2022,2,0,2020.0,strict,United States,False,329.0,3.0,Entire home/apt,66.0
13118,37971699,"Nice Amenities, Good Location",125444588,New York,Anca,30,2,09-27-2019,1,0,2004.0,moderate,United States,True,390.0,1.0,Private room,78.0
13119,38022576,Come spend Fall in Carroll Gardens,4427595,New York,Christine,30,1,09-26-2019,1,0,2019.0,strict,United States,False,964.0,3.0,Entire home/apt,193.0
13120,38023200,"Private bedroom in artsy, light-filled apartment",58237695,New York,Dana,30,4,02-22-2020,1,0,2015.0,flexible,United States,False,595.0,1.0,Private room,119.0
13121,38024356,Private Bedroom in the heart of Crown Heights,4938998,New York,Maria,2,14,08-21-2022,1,73,2014.0,flexible,United States,True,1103.0,4.0,Entire home/apt,221.0
13122,38027192,beautiful bedroom in the heart of the east village,114410100,New York,Lamark,10,6,08-25-2022,1,32,2004.0,strict,United States,True,976.0,5.0,Entire home/apt,195.0
13123,38191536,Relax Retreat,290208548,New York,Sasha,30,2,12-14-2019,1,365,2009.0,moderate,United States,False,138.0,5.0,Entire home/apt,28.0
13124,38194280,"Modern, newly renovated East Village Apartment",173369017,New York,Brenda,30,7,10-28-2019,1,0,2008.0,moderate,United States,True,99.0,2.0,Entire home/apt,20.0
13125,37971873,A large private oasis nestled on the UWS.,20266976,New York,Ruth,5,10,08-04-2022,1,0,2021.0,strict,United States,True,1124.0,2.0,Entire home/apt,225.0
13126,38202642,Apartment with basement private entrance,290200406,New York,Ingrid,1,57,08-21-2022,1,70,2012.0,moderate,United States,False,518.0,5.0,Entire home/apt,104.0
13127,38043614,Green Oasis in East Williamsburg,38250741,New York,Erin,30,3,02-23-2020,1,0,2012.0,moderate,United States,False,748.0,3.0,Entire home/apt,150.0
13128,38045112,Private Room Across From Central Park,16781567,New York,Anne,30,37,03-14-2020,1,0,2017.0,flexible,United States,False,595.0,3.0,Private room,119.0
13129,37973781,Spacious 1 bedroom apartment in uptown new york,287945667,New York,Clothel,30,21,06-29-2022,1,60,2014.0,strict,United States,False,1065.0,4.0,Entire home/apt,213.0
13130,38210489,Large East Williamsburg Apt - Full Apt,144149004,New York,Ross,30,1,09-17-2019,2,0,2022.0,strict,United States,False,572.0,1.0,Entire home/apt,114.0
13131,38213232,Spacious 2 Bedroom Apartment in South Slope,110871178,New York,Nis,3,103,08-21-2022,2,222,2019.0,strict,United States,True,1133.0,1.0,Entire home/apt,227.0
13132,38215806,QUEEN AIR MATTRESS IN A SPACIOUS LIVING ROOM,151578279,New York,Ngoc,1,33,03-04-2020,1,90,2017.0,strict,United States,False,909.0,3.0,Private room,182.0
13133,37974064,Cozy two bedrooms in a private house.,287940420,New York,Angella,3,40,09-06-2022,1,347,2003.0,flexible,United States,True,264.0,3.0,Private room,53.0
13134,38347351,*Designer* 2 Bedroom Loft~4 BEDS~Greenwich Village,8837750,New York,Mark,5,46,08-15-2022,1,117,2020.0,moderate,United States,False,788.0,2.0,Entire home/apt,158.0
13135,38045312,Large private room,288688431,New York,Victor,30,23,03-10-2020,1,0,2020.0,moderate,United States,False,1068.0,5.0,Entire home/apt,214.0
13136,38348978,Cosy studio Grand Central Manhattan,291827066,New York,Ines,3,63,09-04-2022,1,85,2015.0,moderate,United States,True,946.0,5.0,Entire home/apt,189.0
13137,38216322,Cozy rooms 15 minutes to time square.,290390044,New York,Marlyn,3,2,03-17-2020,2,165,2018.0,strict,United States,True,880.0,3.0,Private room,176.0
13138,38216335,NYC Monstera Room   -Urban Jungle-,50760404,New York,Jenifer,5,28,05-23-2022,4,0,2014.0,strict,United States,True,738.0,2.0,Entire home/apt,148.0
13139,38355160,Amazing private room with gorgeous views,19015886,New York,Maria,2,26,04-10-2022,2,188,2004.0,strict,United States,True,910.0,3.0,Private room,182.0
13140,38226409,"Upper Manhattan, Private bedroom/own  bathroom.",290467718,New York,Ramon,30,23,05-18-2020,1,0,2021.0,strict,United States,False,1037.0,4.0,Private room,207.0
13141,38230816,Sunny Pre-war gem close to Manhattan and LGA,26359776,New York,Raquel,3,30,09-02-2022,1,128,2008.0,strict,United States,True,1148.0,4.0,Private room,230.0
13142,38048018,Private room near Presbyterian MC and Yeshiva Univ,287433743,New York,Braily,30,22,03-16-2020,1,365,2013.0,strict,United States,False,986.0,3.0,Entire home/apt,197.0
13143,38060580,Adorable 2 bedroom place in a quiet neighborhood.,252633425,New York,Rodrigo,1,5,08-16-2022,2,354,2014.0,moderate,United States,True,1045.0,5.0,Entire home/apt,209.0
13144,38063248,Clinton Hill 1br Oasis near Subways,120680778,New York,Justin,30,2,09-14-2019,1,0,2012.0,strict,United States,True,107.0,3.0,Entire home/apt,21.0
13145,38232271,room with a roof and BBQ + parking,290480767,New York,Ilona,30,11,02-17-2020,1,0,2010.0,strict,United States,True,707.0,5.0,Shared room,141.0
13146,38233279,Beautiful livingroom with bed and 2 couches and tv,290520510,New York,Kelly,30,5,01-01-2020,1,0,2020.0,strict,United States,False,1126.0,1.0,Entire home/apt,225.0
13147,38355839,"Large private room in Bushwick, easy commute",6253811,New York,Markeya,30,3,10-12-2019,1,0,2012.0,moderate,United States,False,504.0,1.0,Entire home/apt,101.0
13148,38235141,"Comfortable and Homey 1 bedroom, shared bath",115638902,New York,Jose,3,42,08-16-2022,1,339,2010.0,strict,United States,True,1002.0,1.0,Entire home/apt,200.0
13149,38063818,"Bright Bedroom Oasis, Steps from King's Plaza",148145129,New York,Ruth,3,22,07-02-2022,2,20,2014.0,flexible,United States,True,620.0,3.0,Entire home/apt,124.0
13150,38356236,1 bedroom in midwood apt near the #2 and 5 trains.,196507406,New York,Moshe,1,4,06-26-2022,2,180,2006.0,flexible,United States,True,530.0,5.0,Entire home/apt,106.0
13151,38359468,Private Room walking distance to UBS Arena,49494045,New York,Lili Rosa,30,9,07-01-2022,1,70,2018.0,strict,United States,False,926.0,2.0,Private room,185.0
13152,38238758,3 bed 1 bath for Nurses and First Responders!,290574460,New York,Dave,30,25,04-16-2020,1,0,2011.0,strict,United States,True,1022.0,4.0,Private room,204.0
13153,38239419,Two beautiful bedrooms in our Brownstone,10580254,New York,Petra,3,82,08-15-2022,1,126,2016.0,flexible,United States,False,865.0,3.0,Private room,173.0
13154,38069091,"TriBeCa Loft - classic open layout, high ceilings",2143830,New York,Michael,1,17,09-03-2022,1,19,2022.0,flexible,United States,True,699.0,4.0,Entire home/apt,140.0
13155,38069261,OWN BEDROOM + BATHROOM IN LUXURY APT NEAR TIMESSQ!,18934709,New York,Katherine,30,3,01-03-2020,1,0,2003.0,strict,United States,False,98.0,5.0,Entire home/apt,20.0
13156,38072539,Sunny Williamsburg room close to city and trains,28408288,New York,Jeannette,30,5,12-02-2019,1,0,2018.0,moderate,United States,True,759.0,2.0,Private room,152.0
13157,38361278,"Safe, cozy 1 BR APT near subway - 15 min to NYC",91641151,New York,Antonio,2,33,08-28-2022,1,0,2019.0,flexible,United States,False,617.0,2.0,Entire home/apt,123.0
13158,38075485,Classy 2 Bedroom 10 mins from BARCLAYS CTR,289003559,New York,Emma,3,76,08-19-2022,1,276,2022.0,strict,United States,True,963.0,3.0,Entire home/apt,193.0
13159,38363300,Williamsburg Suite in shared Apt. Just Re-done!,2624554,New York,Tyler,1,10,03-15-2020,1,0,2004.0,moderate,United States,True,1039.0,4.0,Entire home/apt,208.0
13160,38088253,Quiet and Convenient 1BR in Flushing,30272105,New York,Joshua,4,16,06-29-2022,1,102,2017.0,flexible,United States,True,266.0,1.0,Private room,53.0
13161,38088880,Parlor Bedroom with bathroom.,4267089,New York,Jo,4,3,01-03-2020,2,83,2003.0,flexible,United States,False,90.0,2.0,Entire home/apt,18.0
13162,38252605,Historic Harlem - hidden gem in Manhattan!!,280523783,New York,Rashmi,1,28,08-29-2022,1,120,2012.0,strict,United States,False,563.0,5.0,Private room,113.0
13163,38255575,LeOcean Suites - Stunning & Cozy 2 BR,257622821,New York,Laverne,2,18,09-05-2022,1,165,2019.0,strict,United States,True,1121.0,2.0,Entire home/apt,224.0
13164,38371078,"Cute, comfy one bedroom near 6 train station",12878448,New York,Jasmin,30,1,09-05-2019,1,0,2003.0,moderate,United States,False,78.0,3.0,Private room,16.0
13165,38256524,Airy spacious loft+patio Williamsburg,146656172,New York,Rudy,30,2,10-20-2019,1,0,2015.0,moderate,United States,False,1141.0,3.0,Entire home/apt,228.0
13166,38373110,The Glow of West Harlem,11930874,New York,Sedrick,30,3,10-01-2019,1,0,2009.0,strict,United States,False,526.0,5.0,Entire home/apt,105.0
13167,38257050,Room with Private Entry!!,2064585,New York,Kris & Daniela,14,36,06-05-2022,1,91,2018.0,moderate,United States,True,1038.0,5.0,Entire home/apt,208.0
13168,38092217,GREEN YARD,197592915,New York,Alex,30,12,11-11-2019,1,0,2005.0,moderate,United States,True,1100.0,2.0,Entire home/apt,220.0
13169,38093635,#3 CRYPTO ROOM,289129604,New York,Crypto,4,91,08-28-2022,6,66,2015.0,moderate,United States,False,949.0,5.0,Entire home/apt,190.0
13170,38375070,"Hotel 46 Times Square, King Bed, Steps from it all",287577131,New York,Hotel 46 Times  Square,1,50,08-31-2022,4,323,2019.0,moderate,United States,True,191.0,3.0,Entire home/apt,38.0
13171,38095769,A Quiet  Neighborhood self contain Large Room,289154444,New York,Olu,5,53,05-17-2022,3,327,2010.0,flexible,United States,False,1031.0,1.0,Entire home/apt,206.0
13172,38098602,Incredible Upper East Side Studio Apartment,6154819,New York,Steven,30,3,01-01-2020,1,0,2006.0,strict,United States,True,1148.0,2.0,Private room,230.0
13173,38260628,Casa Marie,153942159,New York,Maria,3,72,08-21-2022,1,85,2018.0,flexible,United States,False,1112.0,2.0,Entire home/apt,222.0
13174,38377227,Luxurious Home Away,292232026,New York,CCC International,3,55,08-08-2022,1,359,2019.0,strict,United States,True,163.0,3.0,Entire home/apt,33.0
13175,38261351,Vintage Loft Style Studio - Greenwich/Union Square,286136716,New York,John,30,39,06-07-2022,1,49,2020.0,strict,United States,True,750.0,5.0,Entire home/apt,150.0
13176,38101782,Renovated 3 bedroom 2 Bath! 25 min to Time Square,289221894,New York,May,30,21,03-17-2020,1,0,2005.0,flexible,United States,True,92.0,2.0,Private room,18.0
13177,38377425,Charming 1 bedroom apt. 2 blocks from TIMES SQUARE,292256329,New York,Gary,30,1,01-02-2020,1,0,2005.0,moderate,United States,False,1132.0,1.0,Entire home/apt,226.0
13178,38103427,Beautiful *Quiet* Apt (+ 🌱 Courtyard!),67403262,New York,Kelsey,14,4,07-18-2021,1,0,2007.0,moderate,United States,True,925.0,5.0,Entire home/apt,185.0
13179,38377430,1 bedroom all included for rent,252575625,New York,Stefany,30,3,09-21-2019,1,0,2013.0,moderate,United States,False,191.0,2.0,Entire home/apt,38.0
13180,38261496,"Newly renovated, ENTIRE apt/ perfect LIC location!",243039099,New York,Milton,21,25,07-10-2022,1,108,2008.0,moderate,United States,False,452.0,5.0,Private room,90.0
13181,38265563,Spacious Private Studio with AC Close to JFK & LGA,290842769,New York,Femi,2,15,09-05-2022,1,73,2017.0,strict,United States,False,315.0,3.0,Entire home/apt,63.0
13182,38379068,Artsy Guestroom in Harlem,5764038,New York,Stephanie,3,82,08-28-2022,1,232,2004.0,moderate,United States,False,523.0,1.0,Entire home/apt,105.0
13183,38382611,Spacious and Beautiful 1 Bedroom Apartment in LIC,95994558,New York,Sheena,30,7,11-03-2019,1,0,2022.0,flexible,United States,True,703.0,1.0,Entire home/apt,141.0
13184,38384778,2.5 Bedroom Dumbo Apartment w/roof deck,24678971,New York,Nir,30,2,10-12-2019,1,0,2010.0,strict,United States,False,631.0,1.0,Private room,126.0
13185,38103482,"10 min jfk.J-E train 35 min to the city.
Prv room",266836650,New York,Billel,1,8,05-22-2022,1,95,2013.0,strict,United States,True,393.0,4.0,Private room,79.0
13186,38104307,Cozy furnished bedroom in the heart of Bushwick!,288480550,New York,William,30,1,10-03-2019,1,0,2012.0,strict,United States,False,200.0,3.0,Entire home/apt,40.0
13187,38269872,Sunny studio in Park Slope,5362783,New York,Elizabeth,30,3,01-05-2020,1,0,2004.0,strict,United States,False,1001.0,2.0,Entire home/apt,200.0
13188,38385758,Studio 7 : Williamsburg,9836692,New York,Jess,3,61,08-21-2022,1,145,2012.0,flexible,United States,True,789.0,5.0,Entire home/apt,158.0
13189,38104983,Sunny Apartment with rooftop views in Williamsburg,289266935,New York,Sebastien Rafael,30,12,03-08-2020,1,0,2014.0,moderate,United States,True,1200.0,2.0,Private room,240.0
13190,38390957,Large lovely bedroom near Central Park,292434893,New York,Jacqueline,4,15,07-28-2022,3,300,2006.0,moderate,United States,False,68.0,5.0,Entire home/apt,14.0
13191,38105333,Sunny Studio in the Heart of the East Village,173483667,New York,Stephanie,30,5,11-30-2019,1,0,2018.0,moderate,United States,True,224.0,1.0,Private room,45.0
13192,38105387,Huge Studio apartment in Hell’s Kitchen!!!,159358124,New York,Gal,30,1,10-17-2019,1,0,2020.0,flexible,United States,True,968.0,3.0,Entire home/apt,194.0
13193,38281533,Perfect 1-Bedroom Beach Escape,291007533,New York,Jak,30,17,08-29-2022,1,365,2019.0,flexible,United States,True,229.0,5.0,Entire home/apt,46.0
13194,38392173,Private studio apartment 83st and 2av/Great stay,292461827,New York,Amy,30,4,01-08-2020,1,0,2018.0,flexible,United States,False,1059.0,4.0,Private room,212.0
13195,38411055,Sunny + Spacious apartment in Williamsburg,24594940,New York,Manisha,5,5,01-03-2022,1,0,2020.0,flexible,United States,True,671.0,2.0,Entire home/apt,134.0
13196,38116815,Bronx Haven,289358257,New York,Trevor,30,1,02-16-2020,1,0,2014.0,strict,United States,False,338.0,5.0,Private room,68.0
13197,38285454,Private Room in Coliving | PACE University 20min,291033670,New York,SharedEasy,30,7,03-04-2022,8,327,2013.0,moderate,United States,True,946.0,1.0,Entire home/apt,189.0
13198,38285818,"Delightful, Bright and Comfortable Bedroom",107578176,New York,Carla,2,36,08-27-2022,1,268,2003.0,moderate,United States,False,886.0,4.0,Entire home/apt,177.0
13199,38414583,Perfect location and cheap !,277939812,New York,Kevin,30,1,09-24-2019,1,0,2019.0,moderate,United States,True,1052.0,2.0,Entire home/apt,210.0
13200,38286394,Emmy’s Place - Master Suite,287627548,New York,Emelia,30,54,10-04-2021,4,159,2005.0,flexible,United States,True,614.0,2.0,Private room,123.0
13201,38117909,Clean Nice Room in Brooklyn & 20 mins to Manhattan,19130629,New York,Ishmam,1,40,08-12-2022,1,12,2010.0,moderate,United States,False,671.0,3.0,Entire home/apt,134.0
13202,38126513,"Charming 1 BR in Fort Greene, Brooklyn",50439960,New York,Nina,30,3,12-28-2019,1,151,2012.0,moderate,United States,False,430.0,5.0,Entire home/apt,86.0
13203,38428985,"WITH PARKING,5 min from LGA Feel at home in NYC",292409387,New York,Asia,30,11,03-14-2020,1,0,2006.0,moderate,United States,True,958.0,2.0,Entire home/apt,192.0
13204,38131250,Luxury High Rise - Master bedroom !!,199307,New York,Salman,60,1,09-13-2019,1,0,2003.0,strict,United States,False,801.0,5.0,Entire home/apt,160.0
13205,38131474,⭐Oversized Real 3bd New Yorker Apt!,265248832,New York,Noe,30,15,02-29-2020,1,0,2008.0,flexible,United States,False,826.0,4.0,Private room,165.0
13206,38286841,"Beautiful, art-filled apartment in Greenpoint, BK",6175955,New York,Joe,5,3,08-26-2022,1,0,2010.0,flexible,United States,False,1143.0,5.0,Private room,229.0
13207,38437586,"Comfortable home feel in the heart of Queens, NY.",42291391,New York,Adrian,2,11,11-17-2019,1,0,2020.0,moderate,United States,True,657.0,3.0,Private room,131.0
13208,38133113,Chic & Charming Renovated West Village studio,92509169,New York,Abbey,30,9,02-16-2020,1,0,2022.0,strict,United States,False,745.0,3.0,Entire home/apt,149.0
13209,38437629,The Garden Apartment - Private 2-bedroom in BKLYN,2321877,New York,Stephano,4,79,08-23-2022,2,261,2013.0,moderate,United States,False,373.0,3.0,Entire home/apt,75.0
13210,38134394,Charming industrial apartment in trendy Buschwick,61723596,New York,Javier,7,74,08-25-2022,1,104,2008.0,strict,United States,True,920.0,2.0,Entire home/apt,184.0
13211,38293257,"Cozy 2BD/1.5 Baths Duplex- near Park, Subway& Food",286742341,New York,Jaryd,30,7,02-13-2020,1,0,2020.0,flexible,United States,True,1045.0,3.0,Entire home/apt,209.0
13212,38442158,1bd apartment 84st/2avenueGreat location/Manhattan,293045470,New York,Ivana,30,14,03-14-2020,1,0,2014.0,strict,United States,False,607.0,4.0,Entire home/apt,121.0
13213,38293596,Peaceful oasis near Central Park,22646790,New York,Sean,30,3,02-20-2022,1,33,2003.0,moderate,United States,False,1002.0,4.0,Entire home/apt,200.0
13214,38295791,Gorgeous 2BD Apt in Bushwick 5 Min from L Train!,291168522,New York,Eliana,28,6,04-08-2022,2,180,2004.0,moderate,United States,True,681.0,4.0,Private room,136.0
13215,38135862,"Lofty, Scenic and Convenient Harlem Experience",287131759,New York,Michael,30,15,09-19-2021,1,249,2017.0,moderate,United States,True,434.0,2.0,Private room,87.0
13216,38449283,Safe/quiet/Great located 501 Manhattan Studio,293105717,New York,Dominik,30,8,03-09-2020,1,0,2014.0,moderate,United States,True,758.0,1.0,Private room,152.0
13217,38138086,Flatbush Luxury,1690322,New York,Tara,4,14,01-12-2020,1,0,2015.0,flexible,United States,True,1090.0,1.0,Entire home/apt,218.0
13218,38296895,Exclusive AirBnB Private Apt.  20 min to Manhattan,210109752,New York,William,5,60,08-12-2022,1,75,2020.0,moderate,United States,True,662.0,5.0,Private room,132.0
13219,38456362,Private APT w/ 1 King Bed 1 Lounge Room,25171838,New York,Spens,1,87,07-27-2022,1,358,2022.0,moderate,United States,True,1179.0,1.0,Private room,236.0
13220,38456813,Private Studio Apartment in Carroll Gardens,59169595,New York,Natasha,30,2,12-30-2019,1,0,2012.0,strict,United States,True,593.0,3.0,Entire home/apt,119.0
13221,38299089,83rd ST: Private and Quiet Haven Upper East APT,135051329,New York,Senda,5,10,05-09-2022,2,139,2012.0,flexible,United States,False,443.0,2.0,Entire home/apt,89.0
13222,38149897,Beautiful 1 Bedroom near train and beach,289858949,New York,Marc,3,50,08-18-2022,2,144,2006.0,moderate,United States,False,893.0,2.0,Private room,179.0
13223,38457731,Close to LGA - Perfect cozy home base to visit NYC,293172460,New York,Kc,30,2,10-06-2019,1,0,2020.0,moderate,United States,False,692.0,4.0,Entire home/apt,138.0
13224,38153512,Private &Secluded Carriage House in Prime Location,91436483,New York,Tom,2,98,08-21-2022,1,115,2007.0,moderate,United States,False,997.0,1.0,Private room,199.0
13225,38316335,Quiet space perfect for traveling professionals!,78706106,New York,C Alexander,5,52,06-29-2022,1,163,2008.0,strict,United States,False,752.0,3.0,Entire home/apt,150.0
13226,38459508,Beautiful SOHO apartment with a private terrace,5941405,New York,Belle,2,6,12-19-2021,1,0,2022.0,moderate,United States,False,1083.0,1.0,Entire home/apt,217.0
13227,38153918,Spacious Artists Apartment,131886,New York,Chelsea,30,3,12-10-2019,1,0,2019.0,moderate,United States,False,729.0,1.0,Private room,146.0
13228,38460129,Private quiet room with 5 star breakfast,290498726,New York,Fabiola,30,1,09-16-2019,1,0,2004.0,flexible,United States,True,1048.0,3.0,Entire home/apt,210.0
13229,38317159,Entire Floor  w/Garden close to Grand Army Plaza,267163589,New York,Darrell,3,42,04-29-2022,1,183,2006.0,flexible,United States,False,51.0,1.0,Private room,10.0
13230,38462360,East Village Nest,1495039,New York,Ann,7,13,08-17-2022,2,12,2013.0,flexible,United States,False,557.0,4.0,Private room,111.0
13231,38317957,Cozy Room in Quiet Comfy Home in The Bronx,291420067,New York,Vincent,3,3,06-30-2021,1,126,2007.0,moderate,United States,False,459.0,4.0,Entire home/apt,92.0
13232,38159915,"Prime, Spacious West Village Apartment",4354856,New York,Jordan,30,61,04-05-2020,1,0,2022.0,flexible,United States,False,813.0,5.0,Private room,163.0
13233,38462543,Budget Friendly Bedroom Near Timesquare & Penn,19528144,New York,Nma,30,11,12-11-2019,2,0,2008.0,strict,United States,False,321.0,1.0,Entire home/apt,64.0
13234,38161114,Park Avenue Sophistication,289948179,New York,Maggie,30,7,08-18-2022,4,145,2017.0,strict,United States,False,719.0,4.0,Private room,144.0
13235,38318562,Luxurious apartment NYC 5 min from LGA Airport,110846773,New York,Juan,4,3,01-03-2020,1,312,2009.0,moderate,United States,True,803.0,2.0,Private room,161.0
13236,38464389,Spacious Modern Apt. PRIME Williamsburg Location,14159944,New York,Kade,30,2,03-13-2020,1,0,2019.0,strict,United States,True,278.0,2.0,Entire home/apt,56.0
13237,38161500,A Spacious Artsy Apartment!!,82124196,New York,Dayan,30,7,12-08-2019,1,0,2006.0,moderate,United States,True,1083.0,5.0,Private room,217.0
13238,38464396,Private Room Serviced Apt | PACE University 20 min,293264001,New York,SharedEasy,30,7,08-07-2021,7,340,2004.0,moderate,United States,False,720.0,5.0,Private room,144.0
13239,38469091,JFK Area Home Away from Home,77085687,New York,Wycliffe,1,167,08-28-2022,1,342,2017.0,strict,United States,False,579.0,1.0,Private room,116.0
13240,38161780,"Clean, Private, Newly Renovated, Sanitized",17925599,New York,Jannie,5,15,08-31-2022,1,338,2020.0,strict,United States,False,874.0,2.0,Entire home/apt,175.0
13241,38164618,Home Away from Home in Brooklyn,272591633,New York,Jennifer,30,27,02-16-2020,1,0,2020.0,moderate,United States,True,1000.0,4.0,Entire home/apt,200.0
13242,38483199,"super clean, Sanitized and large private room # 1",293448141,New York,Raz,1,71,01-15-2021,3,0,2012.0,strict,United States,False,804.0,1.0,Entire home/apt,161.0
13243,38326214,Luxury in Hell’s Kitchen,84597773,New York,Susana,2,1,06-12-2022,1,11,2003.0,moderate,United States,False,646.0,2.0,Entire home/apt,129.0
13244,38328609,Spacious Private Suite -w/Everything in a Location,291653222,New York,Sandy,3,1,03-18-2020,3,175,2010.0,moderate,United States,True,913.0,1.0,Entire home/apt,183.0
13245,38164809,Private room in Williamsburg with amazing view!,119188725,New York,Cecilia,30,3,09-21-2019,1,0,2019.0,strict,United States,True,584.0,3.0,Private room,117.0
13246,38165648,Designer one bed in the heart of Williamsburg,4456000,New York,Courtney & Melissa,4,18,06-20-2022,1,0,2007.0,moderate,United States,True,991.0,2.0,Entire home/apt,198.0
13247,38526362,HIDDEN GEM! CLOSE TO LGA AIRPORT,293848610,New York,Mehfuz,2,54,08-11-2022,1,170,2005.0,moderate,United States,True,335.0,5.0,Entire home/apt,67.0
13248,38489046,Deluxe Tribeca Loft,14769509,New York,George,4,16,08-14-2022,1,0,2018.0,flexible,United States,True,357.0,1.0,Entire home/apt,71.0
13249,38329522,Amazing and Gorgeous Apartment in Manhattan NYC,291667745,New York,Scarlen,30,24,01-22-2020,1,0,2017.0,strict,United States,True,104.0,5.0,Entire home/apt,21.0
13250,38489373,Spacious Studio with Sunlight in FiDi,42951726,New York,Elsie,30,1,09-21-2019,1,0,2017.0,strict,United States,False,1151.0,4.0,Entire home/apt,230.0
13251,38330175,"Cozy, Cute apartment waiting for Nice Guest!",239548019,New York,Anna,1,98,08-23-2022,1,99,2003.0,moderate,United States,True,424.0,1.0,Private room,85.0
13252,38331745,Entire Studio Flat in Prospect Lefferts-Gardens BK,291682595,New York,Johnny,5,37,08-21-2022,1,307,2018.0,moderate,United States,True,1058.0,5.0,Private room,212.0
13253,38529246,Luxury Quiet 2BR /1.5 Bath in Times SQ,120810666,New York,Rich & Patricia,3,143,08-15-2022,1,177,2020.0,flexible,United States,False,307.0,1.0,Entire home/apt,61.0
13254,38536490,"Lovely, spacious and quiet place next to park",151273556,New York,Yulia,2,6,03-21-2021,2,0,2022.0,moderate,United States,True,623.0,2.0,Entire home/apt,125.0
13255,38496782,Spacious Newly Renovated 2 bedroom Apt,135710202,New York,Chris,1,218,08-29-2022,2,351,2014.0,strict,United States,True,490.0,5.0,Private room,98.0
13256,38538837,Spacious Upper East Side Room,16319448,New York,Pedro,30,2,10-06-2019,1,0,2006.0,strict,United States,True,657.0,1.0,Entire home/apt,131.0
13257,38539813,Bright and Modern Space | One Block from Subway,126077082,New York,Wesley,30,11,12-26-2019,1,0,2007.0,flexible,United States,False,1140.0,4.0,Entire home/apt,228.0
13258,38720591,☕ Home-y Apartment on Quiet Street w/ French Press,296079529,New York,Morgan,30,2,11-11-2019,1,0,2018.0,strict,United States,True,121.0,4.0,Private room,24.0
13259,38720866,Modern Williamsburg Apartment Building,43964569,New York,Skyler,30,2,10-27-2019,1,0,2022.0,flexible,United States,False,201.0,3.0,Entire home/apt,40.0
13260,38497561,Spacious room in heart of Bushwick! Balcony too!,293569524,New York,Andrew,30,1,09-10-2019,1,0,2007.0,moderate,United States,True,566.0,3.0,Entire home/apt,113.0
13261,38723925,Bright modern luxury 1 BD city sunset views,7658427,New York,Ben,14,5,06-26-2022,1,0,2011.0,strict,United States,False,723.0,4.0,Entire home/apt,145.0
13262,38541050,"A private room in bushwick, Brooklyn New York",225075332,New York,Sixtus,30,2,10-04-2019,1,0,2011.0,flexible,United States,False,447.0,5.0,Entire home/apt,89.0
13263,38544065,Cozy @ Heart of Manhattan Studio,267927605,New York,Sabrina,30,1,10-06-2019,1,0,2013.0,strict,United States,False,989.0,1.0,Entire home/apt,198.0
13264,38547653,Artsy chill room in Bushwick!,37798237,New York,Gal,30,2,01-03-2020,1,0,2022.0,strict,United States,False,926.0,5.0,Entire home/apt,185.0
13265,38550605,Charming Greenwich Village Artist’s Haven,6655660,New York,Kate,30,19,06-30-2022,1,275,2016.0,strict,United States,True,261.0,2.0,Private room,52.0
13266,38498915,"Spacious Studio in Fort Greene, Brooklyn",55223948,New York,Jason,30,30,05-03-2021,1,0,2019.0,strict,United States,True,363.0,3.0,Private room,73.0
13267,38554448,Glass window sunny room,101609386,New York,Jimmy,30,5,10-13-2019,1,66,2017.0,moderate,United States,False,689.0,1.0,Entire home/apt,138.0
13268,38510238,Your Washington Heights landing pad,35390592,New York,Benjamin,3,1,12-29-2019,1,0,2017.0,moderate,United States,False,852.0,1.0,Entire home/apt,170.0
13269,38558695,convenient location.private room4. near subway,112452087,New York,Hannah,30,32,10-11-2020,2,0,2021.0,flexible,United States,False,834.0,5.0,Entire home/apt,167.0
13270,38724583,MASTER (S) Ner  from  JFK and LA Guardia Airport,260258030,New York,Sammy,1,14,12-29-2019,3,0,2003.0,strict,United States,True,1110.0,1.0,Entire home/apt,222.0
13271,38511282,Spacious Private Studio in Victorian Brooklyn Home,293686703,New York,Daniel,5,35,09-01-2022,1,28,2006.0,strict,United States,False,756.0,3.0,Private room,151.0
